,block,trial,img,isi,distractor
0,0,0,./stimuli/Stuhl.jpg,2.807003270786233,0
1,0,1,./stimuli/Stuhl.jpg,3.887192034524638,0
2,0,2,./stimuli/Gesicht.jpg,2.5394885258224345,0
3,0,3,./stimuli/Katze.jpg,2.8371482271053963,0
4,0,4,./stimuli/Katze.jpg,2.338307815490497,0
5,0,5,./stimuli/Gesicht.jpg,1.6952392568562975,0
6,0,6,./stimuli/Stuhl.jpg,1.8087618083779655,0
7,0,7,./stimuli/Katze.jpg,2.3994534698789898,0
8,0,8,./stimuli/Stuhl.jpg,2.8052942158142558,1
9,0,9,./stimuli/Haus.jpg,2.2592404754444684,0
10,0,10,./stimuli/Gesicht.jpg,2.716504593858376,0
11,0,11,./stimuli/Gesicht.jpg,2.461822578840164,0
12,0,12,./stimuli/Haus.jpg,2.3401373111317985,1
13,0,13,./stimuli/Stuhl.jpg,3.09195000798355,0
14,0,14,./stimuli/Schuh.jpg,2.5897353488157258,0
15,0,15,./stimuli/Schuh.jpg,2.339588116730648,0
16,0,16,./stimuli/Katze.jpg,2.27715808646467,0
17,0,17,./stimuli/Schuh.jpg,2.9508078940707603,1
18,0,18,./stimuli/Haus.jpg,2.5866362186302365,0
19,0,19,./stimuli/Katze.jpg,2.1226681118856603,1
20,0,20,./stimuli/Haus.jpg,2.6596772012748664,0
21,0,21,./stimuli/Haus.jpg,2.183089804052719,0
22,0,22,./stimuli/Schuh.jpg,3.5323787760453675,0
23,0,23,./stimuli/Gesicht.jpg,2.480582143055774,1
24,0,24,./stimuli/Schuh.jpg,2.636119990596175,0
25,1,0,./stimuli/Gesicht.jpg,2.4991566149818087,0
26,1,1,./stimuli/Gesicht.jpg,3.314755830685595,0
27,1,2,./stimuli/Haus.jpg,2.2860870470134014,1
28,1,3,./stimuli/Haus.jpg,3.0744756475854755,0
29,1,4,./stimuli/Gesicht.jpg,3.0041327469426404,0
30,1,5,./stimuli/Schuh.jpg,2.268608908154334,0
31,1,6,./stimuli/Gesicht.jpg,2.7092783902507813,0
32,1,7,./stimuli/Katze.jpg,2.3278698671061386,0
33,1,8,./stimuli/Haus.jpg,2.249151733365365,0
34,1,9,./stimuli/Stuhl.jpg,2.524656148878823,0
35,1,10,./stimuli/Haus.jpg,2.6061596094409336,0
36,1,11,./stimuli/Katze.jpg,2.6193226456570624,0
37,1,12,./stimuli/Stuhl.jpg,3.0339461479134093,0
38,1,13,./stimuli/Schuh.jpg,2.630136285364505,0
39,1,14,./stimuli/Haus.jpg,2.3056523667006696,0
40,1,15,./stimuli/Schuh.jpg,2.1326488925465266,1
41,1,16,./stimuli/Schuh.jpg,2.9137866447555387,0
42,1,17,./stimuli/Katze.jpg,1.8734213676477545,0
43,1,18,./stimuli/Schuh.jpg,2.184502635066918,0
44,1,19,./stimuli/Stuhl.jpg,3.1485528534208633,1
45,1,20,./stimuli/Stuhl.jpg,2.3684049244896244,0
46,1,21,./stimuli/Gesicht.jpg,2.740775977815047,1
47,1,22,./stimuli/Stuhl.jpg,2.711511423063833,0
48,1,23,./stimuli/Katze.jpg,2.532815065146894,0
49,1,24,./stimuli/Katze.jpg,2.881274436469969,1
50,2,0,./stimuli/Gesicht.jpg,2.3549115172472925,0
51,2,1,./stimuli/Haus.jpg,3.1424589159486445,0
52,2,2,./stimuli/Schuh.jpg,3.192127468979533,1
53,2,3,./stimuli/Katze.jpg,2.5801573361365437,0
54,2,4,./stimuli/Schuh.jpg,2.101119770295475,0
55,2,5,./stimuli/Schuh.jpg,2.317282195840527,0
56,2,6,./stimuli/Gesicht.jpg,1.9487884529285315,1
57,2,7,./stimuli/Schuh.jpg,2.284151582231955,0
58,2,8,./stimuli/Stuhl.jpg,2.9273021961903805,0
59,2,9,./stimuli/Katze.jpg,2.991697577176059,1
60,2,10,./stimuli/Katze.jpg,3.044439449337376,0
61,2,11,./stimuli/Stuhl.jpg,2.892879079686158,0
62,2,12,./stimuli/Haus.jpg,2.4989468738697624,1
63,2,13,./stimuli/Katze.jpg,2.799162412470423,0
64,2,14,./stimuli/Haus.jpg,2.7949574521761056,0
65,2,15,./stimuli/Haus.jpg,1.9736612812693117,0
66,2,16,./stimuli/Stuhl.jpg,2.8330390266022993,0
67,2,17,./stimuli/Schuh.jpg,2.632853660037,0
68,2,18,./stimuli/Haus.jpg,2.4317577909026515,0
69,2,19,./stimuli/Gesicht.jpg,2.5351372538820196,0
70,2,20,./stimuli/Gesicht.jpg,2.1466877388964307,0
71,2,21,./stimuli/Katze.jpg,2.4354757631977826,0
72,2,22,./stimuli/Gesicht.jpg,1.7647602349858476,0
73,2,23,./stimuli/Stuhl.jpg,2.62732280865223,1
74,2,24,./stimuli/Stuhl.jpg,3.9595266788128756,0
75,3,0,./stimuli/Gesicht.jpg,2.6749527121615526,0
76,3,1,./stimuli/Gesicht.jpg,2.575190011070859,0
77,3,2,./stimuli/Katze.jpg,2.919998333851695,0
78,3,3,./stimuli/Katze.jpg,2.6046463142851124,0
79,3,4,./stimuli/Haus.jpg,2.0825175253302044,1
80,3,5,./stimuli/Haus.jpg,2.314749168803833,0
81,3,6,./stimuli/Gesicht.jpg,2.1225420310804832,0
82,3,7,./stimuli/Stuhl.jpg,2.9434351901823,0
83,3,8,./stimuli/Haus.jpg,2.736969712373332,0
84,3,9,./stimuli/Schuh.jpg,2.5249296065594913,1
85,3,10,./stimuli/Gesicht.jpg,2.6111269394812933,0
86,3,11,./stimuli/Haus.jpg,2.0878568733759657,0
87,3,12,./stimuli/Stuhl.jpg,2.6273482032133657,0
88,3,13,./stimuli/Gesicht.jpg,2.967637918238798,1
89,3,14,./stimuli/Schuh.jpg,3.138993891375128,0
90,3,15,./stimuli/Stuhl.jpg,3.0489154581602955,0
91,3,16,./stimuli/Stuhl.jpg,3.288317107928545,0
92,3,17,./stimuli/Katze.jpg,2.605249428123111,1
93,3,18,./stimuli/Schuh.jpg,2.4652918201758447,0
94,3,19,./stimuli/Schuh.jpg,3.044917731743954,0
95,3,20,./stimuli/Katze.jpg,1.801325534577492,0
96,3,21,./stimuli/Stuhl.jpg,3.9829902115359834,1
97,3,22,./stimuli/Schuh.jpg,2.1224893838076087,0
98,3,23,./stimuli/Haus.jpg,2.6822445342514487,0
99,3,24,./stimuli/Katze.jpg,1.959890906341979,0
100,4,0,./stimuli/Haus.jpg,2.223199154732492,0
101,4,1,./stimuli/Katze.jpg,2.526583091640988,0
102,4,2,./stimuli/Katze.jpg,2.432668937071312,0
103,4,3,./stimuli/Gesicht.jpg,3.221317723136708,1
104,4,4,./stimuli/Schuh.jpg,2.0606509692986745,0
105,4,5,./stimuli/Stuhl.jpg,2.7408704991792425,1
106,4,6,./stimuli/Stuhl.jpg,2.4551908791626587,0
107,4,7,./stimuli/Gesicht.jpg,2.269065546823654,0
108,4,8,./stimuli/Stuhl.jpg,3.2688002649716754,0
109,4,9,./stimuli/Katze.jpg,2.5037160198341764,0
110,4,10,./stimuli/Schuh.jpg,2.6990058640452954,0
