,block,trial,img,isi,distractor
0,0,0,./stimuli/Schuh.jpg,2.703594588519428,1
1,0,1,./stimuli/Stuhl.jpg,2.282040303609346,0
2,0,2,./stimuli/Katze.jpg,2.518982954823358,1
3,0,3,./stimuli/Gesicht.jpg,1.8862740600928238,0
4,0,4,./stimuli/Katze.jpg,1.978368408365591,0
5,0,5,./stimuli/Katze.jpg,1.9042810506978964,0
6,0,6,./stimuli/Stuhl.jpg,3.1278575993685056,0
7,0,7,./stimuli/Schuh.jpg,2.402785132149855,0
8,0,8,./stimuli/Gesicht.jpg,1.9905644155112645,0
9,0,9,./stimuli/Haus.jpg,2.0169133614088994,0
10,0,10,./stimuli/Haus.jpg,1.2597277236633657,0
11,0,11,./stimuli/Katze.jpg,1.7679151431050955,0
12,0,12,./stimuli/Haus.jpg,2.635463991975498,0
13,0,13,./stimuli/Stuhl.jpg,2.7471258584410734,0
14,0,14,./stimuli/Stuhl.jpg,2.563282855726223,1
15,0,15,./stimuli/Gesicht.jpg,2.7807970782612967,0
16,0,16,./stimuli/Schuh.jpg,3.0938524198412494,0
17,0,17,./stimuli/Haus.jpg,2.079399282766955,0
18,0,18,./stimuli/Gesicht.jpg,2.195384544731562,1
19,0,19,./stimuli/Gesicht.jpg,2.5947377244659093,0
20,0,20,./stimuli/Stuhl.jpg,2.7426177942168746,0
21,0,21,./stimuli/Haus.jpg,2.8166932028495744,1
22,0,22,./stimuli/Schuh.jpg,2.879720404169085,0
23,0,23,./stimuli/Schuh.jpg,1.3121873903298664,0
24,0,24,./stimuli/Katze.jpg,2.2574741278850246,0
25,1,0,./stimuli/Schuh.jpg,1.3906196857424873,0
26,1,1,./stimuli/Haus.jpg,2.372336101127936,1
27,1,2,./stimuli/Katze.jpg,2.4256151149564844,0
28,1,3,./stimuli/Katze.jpg,1.855915515086963,1
29,1,4,./stimuli/Schuh.jpg,2.092688472806138,0
30,1,5,./stimuli/Schuh.jpg,1.9224529841765798,0
31,1,6,./stimuli/Gesicht.jpg,1.8293389080367684,0
32,1,7,./stimuli/Haus.jpg,2.392867579983179,0
33,1,8,./stimuli/Gesicht.jpg,3.4413555587424725,0
34,1,9,./stimuli/Katze.jpg,2.9720287200204885,0
35,1,10,./stimuli/Stuhl.jpg,2.634350029480765,0
36,1,11,./stimuli/Katze.jpg,3.6710689080870282,0
37,1,12,./stimuli/Gesicht.jpg,2.838111811494547,0
38,1,13,./stimuli/Gesicht.jpg,2.3576002051687626,0
39,1,14,./stimuli/Stuhl.jpg,2.978786546384765,0
40,1,15,./stimuli/Stuhl.jpg,3.1173801812723583,1
41,1,16,./stimuli/Haus.jpg,1.709131294433789,0
42,1,17,./stimuli/Haus.jpg,1.8335602357906153,0
43,1,18,./stimuli/Schuh.jpg,2.5156866343979143,1
44,1,19,./stimuli/Katze.jpg,2.449244426751698,0
45,1,20,./stimuli/Haus.jpg,2.8560699546768666,0
46,1,21,./stimuli/Stuhl.jpg,2.6125714492621945,0
47,1,22,./stimuli/Schuh.jpg,2.637015454155956,0
48,1,23,./stimuli/Stuhl.jpg,2.7201959503235855,0
49,1,24,./stimuli/Gesicht.jpg,2.4059256996964504,1
50,2,0,./stimuli/Gesicht.jpg,1.674427753479125,0
51,2,1,./stimuli/Schuh.jpg,2.565755301052378,0
52,2,2,./stimuli/Schuh.jpg,2.9025420821256653,0
53,2,3,./stimuli/Stuhl.jpg,3.442562939031775,1
54,2,4,./stimuli/Gesicht.jpg,2.5263162193937005,0
55,2,5,./stimuli/Gesicht.jpg,2.649963233666222,0
56,2,6,./stimuli/Katze.jpg,1.8275842198075025,0
57,2,7,./stimuli/Haus.jpg,2.9676064252275105,0
58,2,8,./stimuli/Schuh.jpg,2.4435295122859646,0
59,2,9,./stimuli/Katze.jpg,1.9741801237009908,1
60,2,10,./stimuli/Stuhl.jpg,2.7093598689363168,0
61,2,11,./stimuli/Stuhl.jpg,3.2495409419291788,0
62,2,12,./stimuli/Katze.jpg,2.1258772986749404,0
63,2,13,./stimuli/Gesicht.jpg,3.1087415615760277,1
64,2,14,./stimuli/Stuhl.jpg,2.24876999323598,0
65,2,15,./stimuli/Haus.jpg,2.2110174514002305,1
66,2,16,./stimuli/Stuhl.jpg,2.9677957378058313,0
67,2,17,./stimuli/Schuh.jpg,3.0684734648058796,1
68,2,18,./stimuli/Gesicht.jpg,2.6069955936364666,0
69,2,19,./stimuli/Haus.jpg,2.268710329328051,0
70,2,20,./stimuli/Katze.jpg,2.509015216865946,0
71,2,21,./stimuli/Katze.jpg,1.1497069839565055,0
72,2,22,./stimuli/Schuh.jpg,3.47460147921218,0
73,2,23,./stimuli/Haus.jpg,2.053456476828274,0
74,2,24,./stimuli/Haus.jpg,2.4094177568558584,0
75,3,0,./stimuli/Katze.jpg,3.4942788196010435,0
76,3,1,./stimuli/Katze.jpg,3.001226078198191,0
77,3,2,./stimuli/Haus.jpg,2.7358323528015847,0
78,3,3,./stimuli/Katze.jpg,2.3665350048483633,0
79,3,4,./stimuli/Schuh.jpg,1.8974811452355933,1
80,3,5,./stimuli/Stuhl.jpg,2.8323107631222992,0
81,3,6,./stimuli/Katze.jpg,1.7689510032861913,1
82,3,7,./stimuli/Stuhl.jpg,3.0878606283473014,0
