,block,trial,img,isi,distractor
0,0,0,./stimuli/Stuhl.jpg,2.919020453578798,0
1,0,1,./stimuli/Haus.jpg,2.8199887340165724,0
2,0,2,./stimuli/Katze.jpg,1.5014328502047274,0
3,0,3,./stimuli/Schuh.jpg,3.073653691685376,0
4,0,4,./stimuli/Katze.jpg,2.2018307619505673,1
5,0,5,./stimuli/Gesicht.jpg,2.4227683125253647,0
6,0,6,./stimuli/Katze.jpg,2.5639777182136547,0
7,0,7,./stimuli/Katze.jpg,2.257843168441168,0
8,0,8,./stimuli/Stuhl.jpg,1.8860796133986786,0
9,0,9,./stimuli/Stuhl.jpg,2.814961593434346,1
10,0,10,./stimuli/Katze.jpg,2.166732076726707,0
11,0,11,./stimuli/Haus.jpg,2.5888226255540734,0
12,0,12,./stimuli/Gesicht.jpg,3.258345581502281,1
13,0,13,./stimuli/Gesicht.jpg,1.963642378743419,0
14,0,14,./stimuli/Schuh.jpg,2.3333768103462016,1
15,0,15,./stimuli/Stuhl.jpg,2.4016326944262625,0
16,0,16,./stimuli/Gesicht.jpg,3.0717297018577288,0
17,0,17,./stimuli/Stuhl.jpg,2.9184200412112284,0
18,0,18,./stimuli/Schuh.jpg,2.9674911582620016,0
19,0,19,./stimuli/Schuh.jpg,2.726015114487621,0
20,0,20,./stimuli/Gesicht.jpg,1.7844550140140312,0
21,0,21,./stimuli/Haus.jpg,3.212536824242499,0
22,0,22,./stimuli/Schuh.jpg,2.6340202352107367,0
23,0,23,./stimuli/Haus.jpg,2.718644986968715,0
24,0,24,./stimuli/Haus.jpg,2.4888763160590255,1
25,1,0,./stimuli/Haus.jpg,2.643813467058016,0
26,1,1,./stimuli/Haus.jpg,2.617373256827486,1
27,1,2,./stimuli/Stuhl.jpg,2.8770783892190352,0
28,1,3,./stimuli/Gesicht.jpg,2.8218774548066925,0
29,1,4,./stimuli/Katze.jpg,1.812806200017818,0
30,1,5,./stimuli/Schuh.jpg,2.3776374716903472,0
31,1,6,./stimuli/Schuh.jpg,2.6413697920664228,0
32,1,7,./stimuli/Katze.jpg,1.9551740690123682,0
33,1,8,./stimuli/Haus.jpg,3.1242981847690756,0
34,1,9,./stimuli/Schuh.jpg,2.4691253456856805,1
35,1,10,./stimuli/Haus.jpg,2.689665442932305,0
36,1,11,./stimuli/Gesicht.jpg,3.351227799502153,0
37,1,12,./stimuli/Schuh.jpg,2.5152975761454957,0
38,1,13,./stimuli/Stuhl.jpg,2.1199403159489973,0
39,1,14,./stimuli/Stuhl.jpg,2.406568397582294,1
40,1,15,./stimuli/Katze.jpg,2.64749084160183,0
41,1,16,./stimuli/Katze.jpg,1.845500690893279,1
42,1,17,./stimuli/Stuhl.jpg,1.928898373942242,0
43,1,18,./stimuli/Haus.jpg,2.047552382987468,0
44,1,19,./stimuli/Katze.jpg,2.626456254339476,0
45,1,20,./stimuli/Gesicht.jpg,2.3299993921576334,0
46,1,21,./stimuli/Stuhl.jpg,3.141450039688199,0
47,1,22,./stimuli/Schuh.jpg,3.092573107932233,0
48,1,23,./stimuli/Gesicht.jpg,2.9919235253632266,0
49,1,24,./stimuli/Gesicht.jpg,1.6666769286067282,1
50,2,0,./stimuli/Gesicht.jpg,2.7372822717824317,1
51,2,1,./stimuli/Gesicht.jpg,3.0741154102018124,0
52,2,2,./stimuli/Schuh.jpg,1.8092552249207712,0
53,2,3,./stimuli/Gesicht.jpg,2.4501102296784474,0
54,2,4,./stimuli/Katze.jpg,2.2860259992323297,1
55,2,5,./stimuli/Haus.jpg,2.3918670600806875,0
56,2,6,./stimuli/Schuh.jpg,1.971738043330446,0
57,2,7,./stimuli/Haus.jpg,2.7119584447658607,0
58,2,8,./stimuli/Haus.jpg,2.3778229120064633,0
59,2,9,./stimuli/Katze.jpg,1.8590943021648605,0
60,2,10,./stimuli/Katze.jpg,2.8840936234680266,0
61,2,11,./stimuli/Schuh.jpg,3.0001591343708816,0
62,2,12,./stimuli/Stuhl.jpg,1.6743144945873671,0
63,2,13,./stimuli/Schuh.jpg,3.2385519628774455,1
64,2,14,./stimuli/Schuh.jpg,2.8033243609779896,0
65,2,15,./stimuli/Katze.jpg,1.7683948802836449,0
66,2,16,./stimuli/Gesicht.jpg,2.246044459732353,0
67,2,17,./stimuli/Haus.jpg,2.090432792125697,1
68,2,18,./stimuli/Stuhl.jpg,3.0774224302927653,0
69,2,19,./stimuli/Gesicht.jpg,2.8807245484193293,0
70,2,20,./stimuli/Stuhl.jpg,1.6426959845634441,0
71,2,21,./stimuli/Stuhl.jpg,2.0444891189686194,1
72,2,22,./stimuli/Katze.jpg,3.6470711542321843,0
73,2,23,./stimuli/Stuhl.jpg,1.7999087303308186,0
74,2,24,./stimuli/Haus.jpg,2.5104013362673303,0
75,3,0,./stimuli/Gesicht.jpg,3.2341945937442897,1
76,3,1,./stimuli/Stuhl.jpg,3.2862264076635253,0
77,3,2,./stimuli/Stuhl.jpg,2.5792384339451573,0
78,3,3,./stimuli/Haus.jpg,2.6619091523135108,1
79,3,4,./stimuli/Gesicht.jpg,2.5437233092580285,0
80,3,5,./stimuli/Katze.jpg,2.9355369824795896,0
81,3,6,./stimuli/Gesicht.jpg,2.0917638239750347,0
82,3,7,./stimuli/Schuh.jpg,1.7949592980085556,0
83,3,8,./stimuli/Stuhl.jpg,2.299353367092939,0
84,3,9,./stimuli/Katze.jpg,3.3873676081540993,0
