,block,trial,isi,img0,img1,img2,img3,img4,cue,target_idx,lure_idx,correct_pos
0,0,0,32,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Haus.jpg,./stimuli/english_flag.png,Haus,3,4,r
1,0,1,128,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,Schuh,3,2,r
2,0,2,64,./stimuli/Haus.jpg,./stimuli/english_flag.png,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,./stimuli/Gesicht.jpg,Katze,3,4,l
3,0,3,512,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,Katze,4,3,l
4,0,4,32,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Katze.jpg,Katze,4,1,l
5,0,5,64,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,Gesicht,1,4,l
6,0,6,128,./stimuli/english_flag.png,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,Katze,2,1,r
7,0,7,512,./stimuli/Schuh.jpg,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,english_flag,1,3,r
8,1,0,512,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,Haus,2,4,l
9,1,1,32,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Katze.jpg,Katze,4,2,r
10,1,2,32,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Haus.jpg,./stimuli/english_flag.png,Haus,3,1,l
11,1,3,512,./stimuli/Schuh.jpg,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,Gesicht,3,2,r
12,1,4,128,./stimuli/english_flag.png,./stimuli/Gesicht.jpg,./stimuli/Katze.jpg,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,Gesicht,1,4,l
13,1,5,64,./stimuli/Haus.jpg,./stimuli/english_flag.png,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,./stimuli/Gesicht.jpg,Schuh,2,4,l
14,1,6,64,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,english_flag,2,3,r
15,1,7,128,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Gesicht.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,Katze,4,2,r
16,2,0,512,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Katze.jpg,Katze,4,3,r
17,2,1,32,./stimuli/Katze.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/Haus.jpg,./stimuli/english_flag.png,Haus,3,4,r
18,2,2,32,./stimuli/Haus.jpg,./stimuli/Schuh.jpg,./stimuli/Gesicht.jpg,./stimuli/english_flag.png,./stimuli/Katze.jpg,Haus,0,2,l
